Id,code_module_x,code_presentation_x_x,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,score,final_result
1692,FFF,2013J,M,London Region,A Level or Equivalent,20-30%,0-35,1,120,72,Withdrawn
1693,FFF,2013J,M,London Region,A Level or Equivalent,20-30%,0-35,1,120,72,Withdrawn
1694,FFF,2013J,M,London Region,A Level or Equivalent,20-30%,0-35,1,120,72,Withdrawn
1695,FFF,2014B,M,London Region,A Level or Equivalent,20-30%,0-35,2,120,72,Withdrawn
1696,FFF,2014B,M,London Region,A Level or Equivalent,20-30%,0-35,2,120,72,Withdrawn
1697,FFF,2014B,M,London Region,A Level or Equivalent,20-30%,0-35,2,120,72,Withdrawn
1698,FFF,2014B,M,London Region,A Level or Equivalent,20-30%,0-35,2,120,72,Withdrawn
1699,FFF,2014B,M,London Region,A Level or Equivalent,20-30%,0-35,2,120,72,Withdrawn
1700,FFF,2014B,M,London Region,A Level or Equivalent,20-30%,0-35,2,120,72,Withdrawn
1701,FFF,2014B,M,London Region,A Level or Equivalent,20-30%,0-35,2,120,72,Withdrawn
1702,FFF,2014B,M,London Region,A Level or Equivalent,20-30%,0-35,2,120,72,Withdrawn
1703,FFF,2014B,M,London Region,A Level or Equivalent,20-30%,0-35,2,120,72,Withdrawn
1704,FFF,2014B,M,London Region,A Level or Equivalent,20-30%,0-35,2,120,72,Withdrawn
1705,FFF,2014B,M,London Region,A Level or Equivalent,20-30%,0-35,2,120,72,Withdrawn
1706,FFF,2014B,M,London Region,A Level or Equivalent,20-30%,0-35,2,120,72,Withdrawn
1707,CCC,2014J,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,88,Withdrawn
1708,CCC,2014J,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,88,Withdrawn
1709,CCC,2014J,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,88,Withdrawn
1710,CCC,2014J,M,South West Region,Lower Than A Level,20-30%,0-35,0,60,88,Withdrawn
1711,FFF,2014B,M,South West Region,Lower Than A Level,20-30%,0-35,2,180,88,Fail
1712,FFF,2014B,M,South West Region,Lower Than A Level,20-30%,0-35,2,180,88,Fail
1713,FFF,2014B,M,South West Region,Lower Than A Level,20-30%,0-35,2,180,88,Fail
1714,FFF,2014B,M,South West Region,Lower Than A Level,20-30%,0-35,2,180,88,Fail
1715,CCC,2014J,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,94,Withdrawn
1716,CCC,2014J,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,94,Withdrawn
1717,CCC,2014J,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,94,Withdrawn
1718,CCC,2014J,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,94,Withdrawn
1719,FFF,2014B,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,94,Distinction
1720,FFF,2014B,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,94,Distinction
1721,FFF,2014B,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,94,Distinction
1722,FFF,2014B,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,94,Distinction
1723,CCC,2014J,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,62,Fail
1724,CCC,2014J,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,62,Fail
1725,CCC,2014J,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,62,Fail
1726,CCC,2014J,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,90,62,Fail
1727,FFF,2014B,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,62,Withdrawn
1728,FFF,2014B,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,62,Withdrawn
1729,FFF,2014B,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,62,Withdrawn
1730,FFF,2014B,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,0,60,62,Withdrawn
1731,FFF,2014J,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,1,90,62,Fail
1732,FFF,2014J,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,1,90,62,Fail
1733,FFF,2014J,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,1,90,62,Fail
1734,FFF,2014J,M,Yorkshire Region,Lower Than A Level,20-30%,0-35,1,90,62,Fail
1735,CCC,2014J,M,Wales,A Level or Equivalent,20-30%,35-55,0,180,94,Withdrawn
1736,CCC,2014J,M,Wales,A Level or Equivalent,20-30%,35-55,0,180,94,Withdrawn
1737,CCC,2014J,M,Wales,A Level or Equivalent,20-30%,35-55,0,180,94,Withdrawn
1738,CCC,2014J,M,Wales,A Level or Equivalent,20-30%,35-55,0,180,94,Withdrawn
1739,CCC,2014J,M,Wales,A Level or Equivalent,20-30%,35-55,0,180,94,Withdrawn
1740,CCC,2014J,M,Wales,A Level or Equivalent,20-30%,35-55,0,180,94,Withdrawn
1741,CCC,2014J,M,Wales,A Level or Equivalent,20-30%,35-55,0,180,94,Withdrawn
1742,CCC,2014J,M,Wales,A Level or Equivalent,20-30%,35-55,0,180,94,Withdrawn
1743,FFF,2013B,M,Wales,A Level or Equivalent,20-30%,0-35,0,120,94,Withdrawn
1744,FFF,2013B,M,Wales,A Level or Equivalent,20-30%,0-35,0,120,94,Withdrawn
1745,FFF,2013B,M,Wales,A Level or Equivalent,20-30%,0-35,0,120,94,Withdrawn
1746,FFF,2013B,M,Wales,A Level or Equivalent,20-30%,0-35,0,120,94,Withdrawn
1747,FFF,2013B,M,Wales,A Level or Equivalent,20-30%,0-35,0,120,94,Withdrawn
1748,FFF,2013B,M,Wales,A Level or Equivalent,20-30%,0-35,0,120,94,Withdrawn
1749,FFF,2013B,M,Wales,A Level or Equivalent,20-30%,0-35,0,120,94,Withdrawn
1750,FFF,2013B,M,Wales,A Level or Equivalent,20-30%,0-35,0,120,94,Withdrawn
1751,FFF,2014B,M,Wales,A Level or Equivalent,20-30%,35-55,1,190,94,Pass
1752,FFF,2014B,M,Wales,A Level or Equivalent,20-30%,35-55,1,190,94,Pass
1753,FFF,2014B,M,Wales,A Level or Equivalent,20-30%,35-55,1,190,94,Pass
1754,FFF,2014B,M,Wales,A Level or Equivalent,20-30%,35-55,1,190,94,Pass
1755,FFF,2014B,M,Wales,A Level or Equivalent,20-30%,35-55,1,190,94,Pass
1756,FFF,2014B,M,Wales,A Level or Equivalent,20-30%,35-55,1,190,94,Pass
1757,FFF,2014B,M,Wales,A Level or Equivalent,20-30%,35-55,1,190,94,Pass
1758,FFF,2014B,M,Wales,A Level or Equivalent,20-30%,35-55,1,190,94,Pass
1759,CCC,2014J,M,South East Region,A Level or Equivalent,0-10%,0-35,0,90,90,Withdrawn
1760,CCC,2014J,M,South East Region,A Level or Equivalent,0-10%,0-35,0,90,90,Withdrawn
1761,CCC,2014J,M,South East Region,A Level or Equivalent,0-10%,0-35,0,90,90,Withdrawn
1762,CCC,2014J,M,South East Region,A Level or Equivalent,0-10%,0-35,0,90,90,Withdrawn
1763,FFF,2014B,M,South East Region,A Level or Equivalent,0-10%,0-35,0,60,90,Pass
1764,FFF,2014B,M,South East Region,A Level or Equivalent,0-10%,0-35,0,60,90,Pass
1765,FFF,2014B,M,South East Region,A Level or Equivalent,0-10%,0-35,0,60,90,Pass
1766,FFF,2014B,M,South East Region,A Level or Equivalent,0-10%,0-35,0,60,90,Pass
1767,CCC,2014J,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,210,84,Withdrawn
1768,CCC,2014J,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,210,84,Withdrawn
1769,CCC,2014J,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,210,84,Withdrawn
1770,CCC,2014J,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,210,84,Withdrawn
1771,FFF,2014B,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,84,Distinction
1772,FFF,2014B,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,84,Distinction
1773,FFF,2014B,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,84,Distinction
1774,FFF,2014B,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,120,84,Distinction
1775,CCC,2014J,M,South West Region,Lower Than A Level,30-40%,0-35,0,30,84,Withdrawn
1776,CCC,2014J,M,South West Region,Lower Than A Level,30-40%,0-35,0,30,84,Withdrawn
1777,CCC,2014J,M,South West Region,Lower Than A Level,30-40%,0-35,0,30,84,Withdrawn
1778,CCC,2014J,M,South West Region,Lower Than A Level,30-40%,0-35,0,30,84,Withdrawn
1779,CCC,2014J,M,South West Region,Lower Than A Level,30-40%,0-35,0,30,84,Withdrawn
1780,CCC,2014J,M,South West Region,Lower Than A Level,30-40%,0-35,0,30,84,Withdrawn
1781,CCC,2014J,M,South West Region,Lower Than A Level,30-40%,0-35,0,30,84,Withdrawn
1782,CCC,2014J,M,South West Region,Lower Than A Level,30-40%,0-35,0,30,84,Withdrawn
1783,CCC,2014J,M,South West Region,Lower Than A Level,30-40%,0-35,0,30,84,Withdrawn
1784,CCC,2014J,M,South West Region,Lower Than A Level,30-40%,0-35,0,30,84,Withdrawn
1785,CCC,2014J,M,South West Region,Lower Than A Level,30-40%,0-35,0,30,84,Withdrawn
1786,CCC,2014J,M,South West Region,Lower Than A Level,30-40%,0-35,0,30,84,Withdrawn
1787,FFF,2013J,M,South West Region,Lower Than A Level,30-40%,0-35,0,240,84,Withdrawn
1788,FFF,2013J,M,South West Region,Lower Than A Level,30-40%,0-35,0,240,84,Withdrawn
1789,FFF,2013J,M,South West Region,Lower Than A Level,30-40%,0-35,0,240,84,Withdrawn
1790,FFF,2013J,M,South West Region,Lower Than A Level,30-40%,0-35,0,240,84,Withdrawn
1791,FFF,2013J,M,South West Region,Lower Than A Level,30-40%,0-35,0,240,84,Withdrawn
1792,FFF,2013J,M,South West Region,Lower Than A Level,30-40%,0-35,0,240,84,Withdrawn
1793,FFF,2013J,M,South West Region,Lower Than A Level,30-40%,0-35,0,240,84,Withdrawn
1794,FFF,2013J,M,South West Region,Lower Than A Level,30-40%,0-35,0,240,84,Withdrawn
1795,FFF,2013J,M,South West Region,Lower Than A Level,30-40%,0-35,0,240,84,Withdrawn
1796,FFF,2013J,M,South West Region,Lower Than A Level,30-40%,0-35,0,240,84,Withdrawn
1797,FFF,2013J,M,South West Region,Lower Than A Level,30-40%,0-35,0,240,84,Withdrawn
1798,FFF,2013J,M,South West Region,Lower Than A Level,30-40%,0-35,0,240,84,Withdrawn
1799,FFF,2014B,M,South West Region,Lower Than A Level,30-40%,0-35,1,240,84,Withdrawn
1800,FFF,2014B,M,South West Region,Lower Than A Level,30-40%,0-35,1,240,84,Withdrawn
1801,FFF,2014B,M,South West Region,Lower Than A Level,30-40%,0-35,1,240,84,Withdrawn
1802,FFF,2014B,M,South West Region,Lower Than A Level,30-40%,0-35,1,240,84,Withdrawn
1803,FFF,2014B,M,South West Region,Lower Than A Level,30-40%,0-35,1,240,84,Withdrawn
1804,FFF,2014B,M,South West Region,Lower Than A Level,30-40%,0-35,1,240,84,Withdrawn
1805,FFF,2014B,M,South West Region,Lower Than A Level,30-40%,0-35,1,240,84,Withdrawn
1806,FFF,2014B,M,South West Region,Lower Than A Level,30-40%,0-35,1,240,84,Withdrawn
1807,FFF,2014B,M,South West Region,Lower Than A Level,30-40%,0-35,1,240,84,Withdrawn
1808,FFF,2014B,M,South West Region,Lower Than A Level,30-40%,0-35,1,240,84,Withdrawn
1809,FFF,2014B,M,South West Region,Lower Than A Level,30-40%,0-35,1,240,84,Withdrawn
1810,FFF,2014B,M,South West Region,Lower Than A Level,30-40%,0-35,1,240,84,Withdrawn
1811,CCC,2014J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,80,Fail
1812,CCC,2014J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,80,Fail
1813,CCC,2014J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,80,Fail
1814,CCC,2014J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,80,Fail
1815,FFF,2013J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,240,80,Withdrawn
1816,FFF,2013J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,240,80,Withdrawn
1817,FFF,2013J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,240,80,Withdrawn
1818,FFF,2013J,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,0,240,80,Withdrawn
1819,FFF,2014B,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,240,80,Pass
1820,FFF,2014B,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,240,80,Pass
1821,FFF,2014B,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,240,80,Pass
1822,FFF,2014B,M,West Midlands Region,A Level or Equivalent,50-60%,0-35,1,240,80,Pass
1823,CCC,2014J,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,90,94,Withdrawn
1824,CCC,2014J,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,90,94,Withdrawn
1825,CCC,2014J,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,90,94,Withdrawn
1826,CCC,2014J,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,90,94,Withdrawn
1827,FFF,2014B,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,94,Pass
1828,FFF,2014B,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,94,Pass
1829,FFF,2014B,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,94,Pass
1830,FFF,2014B,F,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,94,Pass
1831,CCC,2014J,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,180,94,Withdrawn
1832,CCC,2014J,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,180,94,Withdrawn
1833,CCC,2014J,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,180,94,Withdrawn
1834,CCC,2014J,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,180,94,Withdrawn
1835,CCC,2014J,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,180,94,Withdrawn
1836,CCC,2014J,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,180,94,Withdrawn
1837,CCC,2014J,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,180,94,Withdrawn
1838,CCC,2014J,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,180,94,Withdrawn
1839,FFF,2014B,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,94,Withdrawn
1840,FFF,2014B,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,94,Withdrawn
1841,FFF,2014B,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,94,Withdrawn
1842,FFF,2014B,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,94,Withdrawn
1843,FFF,2014B,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,94,Withdrawn
1844,FFF,2014B,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,94,Withdrawn
1845,FFF,2014B,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,94,Withdrawn
1846,FFF,2014B,M,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,94,Withdrawn
1847,CCC,2014J,M,East Midlands Region,A Level or Equivalent,Oct-20,0-35,0,120,82,Withdrawn
1848,CCC,2014J,M,East Midlands Region,A Level or Equivalent,Oct-20,0-35,0,120,82,Withdrawn
1849,CCC,2014J,M,East Midlands Region,A Level or Equivalent,Oct-20,0-35,0,120,82,Withdrawn
1850,CCC,2014J,M,East Midlands Region,A Level or Equivalent,Oct-20,0-35,0,120,82,Withdrawn
1851,FFF,2014B,M,East Midlands Region,A Level or Equivalent,Oct-20,0-35,0,60,82,Pass
1852,FFF,2014B,M,East Midlands Region,A Level or Equivalent,Oct-20,0-35,0,60,82,Pass
1853,FFF,2014B,M,East Midlands Region,A Level or Equivalent,Oct-20,0-35,0,60,82,Pass
1854,FFF,2014B,M,East Midlands Region,A Level or Equivalent,Oct-20,0-35,0,60,82,Pass
1855,CCC,2014J,M,Ireland,A Level or Equivalent,90-100%,0-35,1,120,86,Pass
1856,CCC,2014J,M,Ireland,A Level or Equivalent,90-100%,0-35,1,120,86,Pass
1857,CCC,2014J,M,Ireland,A Level or Equivalent,90-100%,0-35,1,120,86,Pass
1858,CCC,2014J,M,Ireland,A Level or Equivalent,90-100%,0-35,1,120,86,Pass
1859,CCC,2014J,M,Ireland,A Level or Equivalent,90-100%,0-35,1,120,86,Pass
1860,CCC,2014J,M,Ireland,A Level or Equivalent,90-100%,0-35,1,120,86,Pass
1861,CCC,2014J,M,Ireland,A Level or Equivalent,90-100%,0-35,1,120,86,Pass
1862,CCC,2014J,M,Ireland,A Level or Equivalent,90-100%,0-35,1,120,86,Pass
1863,FFF,2014B,M,Ireland,A Level or Equivalent,90-100%,0-35,0,90,86,Withdrawn
1864,FFF,2014B,M,Ireland,A Level or Equivalent,90-100%,0-35,0,90,86,Withdrawn
1865,FFF,2014B,M,Ireland,A Level or Equivalent,90-100%,0-35,0,90,86,Withdrawn
1866,FFF,2014B,M,Ireland,A Level or Equivalent,90-100%,0-35,0,90,86,Withdrawn
1867,FFF,2014B,M,Ireland,A Level or Equivalent,90-100%,0-35,0,90,86,Withdrawn
1868,FFF,2014B,M,Ireland,A Level or Equivalent,90-100%,0-35,0,90,86,Withdrawn
1869,FFF,2014B,M,Ireland,A Level or Equivalent,90-100%,0-35,0,90,86,Withdrawn
1870,FFF,2014B,M,Ireland,A Level or Equivalent,90-100%,0-35,0,90,86,Withdrawn
1871,FFF,2014J,M,Ireland,A Level or Equivalent,90-100%,0-35,1,120,86,Withdrawn
1872,FFF,2014J,M,Ireland,A Level or Equivalent,90-100%,0-35,1,120,86,Withdrawn
1873,FFF,2014J,M,Ireland,A Level or Equivalent,90-100%,0-35,1,120,86,Withdrawn
1874,FFF,2014J,M,Ireland,A Level or Equivalent,90-100%,0-35,1,120,86,Withdrawn
1875,FFF,2014J,M,Ireland,A Level or Equivalent,90-100%,0-35,1,120,86,Withdrawn
1876,FFF,2014J,M,Ireland,A Level or Equivalent,90-100%,0-35,1,120,86,Withdrawn
1877,FFF,2014J,M,Ireland,A Level or Equivalent,90-100%,0-35,1,120,86,Withdrawn
1878,FFF,2014J,M,Ireland,A Level or Equivalent,90-100%,0-35,1,120,86,Withdrawn
1879,CCC,2014J,M,Ireland,A Level or Equivalent,60-70%,0-35,0,90,82,Withdrawn
1880,CCC,2014J,M,Ireland,A Level or Equivalent,60-70%,0-35,0,90,82,Withdrawn
1881,CCC,2014J,M,Ireland,A Level or Equivalent,60-70%,0-35,0,90,82,Withdrawn
1882,CCC,2014J,M,Ireland,A Level or Equivalent,60-70%,0-35,0,90,82,Withdrawn
1883,FFF,2014B,M,Ireland,A Level or Equivalent,60-70%,0-35,0,60,82,Pass
1884,FFF,2014B,M,Ireland,A Level or Equivalent,60-70%,0-35,0,60,82,Pass
1885,FFF,2014B,M,Ireland,A Level or Equivalent,60-70%,0-35,0,60,82,Pass
1886,FFF,2014B,M,Ireland,A Level or Equivalent,60-70%,0-35,0,60,82,Pass
1887,CCC,2014J,M,South Region,Lower Than A Level,90-100%,35-55,0,60,92,Withdrawn
1888,CCC,2014J,M,South Region,Lower Than A Level,90-100%,35-55,0,60,92,Withdrawn
1889,CCC,2014J,M,South Region,Lower Than A Level,90-100%,35-55,0,60,92,Withdrawn
1890,CCC,2014J,M,South Region,Lower Than A Level,90-100%,35-55,0,60,92,Withdrawn
1891,FFF,2014B,M,South Region,Lower Than A Level,90-100%,35-55,0,60,92,Distinction
1892,FFF,2014B,M,South Region,Lower Than A Level,90-100%,35-55,0,60,92,Distinction
1893,FFF,2014B,M,South Region,Lower Than A Level,90-100%,35-55,0,60,92,Distinction
1894,FFF,2014B,M,South Region,Lower Than A Level,90-100%,35-55,0,60,92,Distinction
1895,CCC,2014J,M,South Region,Lower Than A Level,50-60%,0-35,0,90,82,Withdrawn
1896,CCC,2014J,M,South Region,Lower Than A Level,50-60%,0-35,0,90,82,Withdrawn
1897,CCC,2014J,M,South Region,Lower Than A Level,50-60%,0-35,0,90,82,Withdrawn
1898,CCC,2014J,M,South Region,Lower Than A Level,50-60%,0-35,0,90,82,Withdrawn
1899,FFF,2014B,M,South Region,Lower Than A Level,50-60%,0-35,0,60,82,Distinction
1900,FFF,2014B,M,South Region,Lower Than A Level,50-60%,0-35,0,60,82,Distinction
1901,FFF,2014B,M,South Region,Lower Than A Level,50-60%,0-35,0,60,82,Distinction
1902,FFF,2014B,M,South Region,Lower Than A Level,50-60%,0-35,0,60,82,Distinction
1903,CCC,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,82,Withdrawn
1904,CCC,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,82,Withdrawn
1905,CCC,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,82,Withdrawn
1906,CCC,2014J,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,82,Withdrawn
1907,FFF,2014B,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,82,Pass
1908,FFF,2014B,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,82,Pass
1909,FFF,2014B,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,82,Pass
1910,FFF,2014B,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,82,Pass
1911,CCC,2014J,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,42,Withdrawn
1912,CCC,2014J,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,42,Withdrawn
1913,CCC,2014J,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,42,Withdrawn
1914,CCC,2014J,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,42,Withdrawn
1915,FFF,2014B,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,42,Fail
1916,FFF,2014B,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,42,Fail
1917,FFF,2014B,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,42,Fail
1918,FFF,2014B,M,Scotland,A Level or Equivalent,80-90%,0-35,0,60,42,Fail
1919,CCC,2014J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,86,Withdrawn
1920,CCC,2014J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,86,Withdrawn
1921,CCC,2014J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,86,Withdrawn
1922,CCC,2014J,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,1,60,86,Withdrawn
1923,FFF,2014B,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,86,Pass
1924,FFF,2014B,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,86,Pass
1925,FFF,2014B,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,86,Pass
1926,FFF,2014B,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,90,86,Pass
1927,CCC,2014J,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,94,Withdrawn
1928,CCC,2014J,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,94,Withdrawn
1929,CCC,2014J,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,94,Withdrawn
1930,CCC,2014J,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,94,Withdrawn
1931,FFF,2014B,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,94,Distinction
1932,FFF,2014B,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,94,Distinction
1933,FFF,2014B,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,94,Distinction
1934,FFF,2014B,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,94,Distinction
1935,CCC,2014J,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,90,88,Withdrawn
1936,CCC,2014J,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,90,88,Withdrawn
1937,CCC,2014J,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,90,88,Withdrawn
1938,CCC,2014J,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,90,88,Withdrawn
1939,FFF,2014B,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,88,Pass
1940,FFF,2014B,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,88,Pass
1941,FFF,2014B,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,88,Pass
1942,FFF,2014B,M,East Midlands Region,Lower Than A Level,0-10%,0-35,0,60,88,Pass
1943,CCC,2014J,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,80,Withdrawn
1944,CCC,2014J,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,80,Withdrawn
1945,CCC,2014J,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,80,Withdrawn
1946,CCC,2014J,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,80,Withdrawn
1947,FFF,2014B,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,80,Pass
1948,FFF,2014B,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,80,Pass
1949,FFF,2014B,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,80,Pass
1950,FFF,2014B,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,80,Pass
1951,CCC,2014J,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,82,Withdrawn
1952,CCC,2014J,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,82,Withdrawn
1953,CCC,2014J,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,82,Withdrawn
1954,CCC,2014J,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,60,82,Withdrawn
1955,FFF,2014B,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,82,Fail
1956,FFF,2014B,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,82,Fail
1957,FFF,2014B,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,82,Fail
1958,FFF,2014B,M,West Midlands Region,A Level or Equivalent,80-90%,0-35,0,120,82,Fail
1959,CCC,2014J,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,180,96,Withdrawn
1960,CCC,2014J,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,180,96,Withdrawn
1961,CCC,2014J,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,180,96,Withdrawn
1962,CCC,2014J,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,180,96,Withdrawn
1963,FFF,2014B,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,96,Fail
1964,FFF,2014B,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,96,Fail
1965,FFF,2014B,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,96,Fail
1966,FFF,2014B,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,96,Fail
1967,CCC,2014J,F,South East Region,Lower Than A Level,70-80%,0-35,0,90,94,Withdrawn
1968,CCC,2014J,F,South East Region,Lower Than A Level,70-80%,0-35,0,90,94,Withdrawn
1969,CCC,2014J,F,South East Region,Lower Than A Level,70-80%,0-35,0,90,94,Withdrawn
1970,CCC,2014J,F,South East Region,Lower Than A Level,70-80%,0-35,0,90,94,Withdrawn
1971,FFF,2014B,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,94,Pass
1972,FFF,2014B,F,South East Region,Lower Than A Level,70-80%,0-35,0,60,94,Pass
